Trip ID,Pickup Date,Pickup Hours,Vehicle,Payment_type,No. of Passengers,Trip Distance,Booking Value,Location,Total Bookings
45047,2024-06-15 00:00:00,1899-12-30 07:36:23,UberX,Uber Pay,1,6.2,$27.75,Crown Heights North,1.00
45150,2024-06-15 00:00:00,1899-12-30 08:11:19,Uber Comfort,Cash,1,6.2,$22,Manhattanville,1.00
45672,2024-06-15 00:00:00,1899-12-30 10:01:48,Uber Black,Cash,1,6.2,$19,Lenox Hill East,1.00
46642,2024-06-15 00:00:00,1899-12-30 14:46:36,Uber Black,Uber Pay,1,6.2,$22,Clinton East,1.00
47623,2024-06-15 00:00:00,1899-12-30 17:30:40,UberX,Uber Pay,2,6.2,$26.06,UN/Turtle Bay South,1.00
49585,2024-06-16 00:00:00,1899-12-30 10:08:45,UberX,Cash,1,6.2,$19.5,Lenox Hill East,1.00
49905,2024-06-16 00:00:00,1899-12-30 11:22:37,UberX,Cash,2,6.2,$18,Lenox Hill East,1.00
50307,2024-06-16 00:00:00,1899-12-30 12:27:14,Uber Black,Uber Pay,1,6.2,$24.75,East Elmhurst,1.00
50701,2024-06-16 00:00:00,1899-12-30 14:11:07,Uber Green,Uber Pay,1,6.2,$25,Lenox Hill East,1.00
50718,2024-06-16 00:00:00,1899-12-30 14:58:06,UberX,Uber Pay,1,6.2,$25.5,Upper West Side North,1.00
52425,2024-06-16 00:00:00,1899-12-30 20:38:35,UberX,Uber Pay,1,6.2,$25,Lenox Hill East,1.00
52708,2024-06-16 00:00:00,1899-12-30 23:07:07,UberX,Uber Pay,1,6.2,$20,Yorkville West,1.00
54437,2024-06-17 00:00:00,1899-12-30 12:32:04,Uber Comfort,Uber Pay,1,6.2,$27.65,Upper East Side North,1.00
56906,2024-06-17 00:00:00,1899-12-30 22:56:16,UberX,Cash,1,6.2,$19.5,JFK Airport,1.00
59956,2024-06-18 00:00:00,1899-12-30 16:06:55,Uber Black,Uber Pay,1,6.2,$24.35,LaGuardia Airport,1.00
60441,2024-06-18 00:00:00,1899-12-30 17:09:47,Uber Comfort,Uber Pay,1,6.2,$33.68,Penn Station/Madison Sq West,1.00
61873,2024-06-19 00:00:00,1899-12-30 07:43:39,UberX,Uber Pay,1,6.2,$26,Penn Station/Madison Sq West,1.00
63704,2024-06-19 00:00:00,1899-12-30 14:02:00,UberX,Cash,1,6.2,$22.5,TriBeCa/Civic Center,1.00
63764,2024-06-19 00:00:00,1899-12-30 14:03:52,UberX,Cash,1,6.2,$25,Garment District,1.00
63875,2024-06-19 00:00:00,1899-12-30 15:38:15,UberX,Uber Pay,1,6.2,$23.45,Battery Park City,1.00
64455,2024-06-19 00:00:00,1899-12-30 16:34:03,Uber Comfort,Uber Pay,1,6.2,$41.75,DUMBO/Vinegar Hill,1.00
65785,2024-06-19 00:00:00,1899-12-30 21:06:47,UberX,Uber Pay,2,6.2,$24.5,Lincoln Square West,1.00
65881,2024-06-19 00:00:00,1899-12-30 21:06:25,UberX,Uber Pay,2,6.2,$21.7,East Harlem North,1.00
68003,2024-06-20 00:00:00,1899-12-30 15:51:29,UberXL,Uber Pay,1,6.2,$23,East Chelsea,1.00
68417,2024-06-20 00:00:00,1899-12-30 17:22:52,Uber Comfort,Cash,1,6.2,$23,West Concourse,1.00
69452,2024-06-21 00:00:00,1899-12-30 00:22:54,Uber Comfort,Cash,1,6.2,$20.5,Upper East Side South,1.00
69993,2024-06-21 00:00:00,1899-12-30 10:37:18,UberX,Uber Pay,1,6.2,$20.68,Lenox Hill East,1.00
70627,2024-06-21 00:00:00,1899-12-30 14:07:46,UberX,Uber Pay,5,6.2,$24.5,Kips Bay,1.00
70651,2024-06-21 00:00:00,1899-12-30 14:57:03,Uber Comfort,Uber Pay,2,6.2,$22,Lenox Hill West,1.00
71558,2024-06-21 00:00:00,1899-12-30 18:24:48,Uber Black,Uber Pay,3,6.2,$23.46,Upper West Side South,1.00
71814,2024-06-21 00:00:00,1899-12-30 20:20:09,Uber Black,Uber Pay,3,6.2,$24.5,Clinton East,1.00
73274,2024-06-22 00:00:00,1899-12-30 10:32:24,UberXL,Uber Pay,1,6.2,$24.65,Lincoln Square West,1.00
74602,2024-06-22 00:00:00,1899-12-30 14:04:12,UberXL,Uber Pay,1,6.2,$40.86,Penn Station/Madison Sq West,1.00
75127,2024-06-22 00:00:00,1899-12-30 15:39:08,UberXL,Uber Pay,6,6.2,$28.29,West Village,1.00
75906,2024-06-22 00:00:00,1899-12-30 17:12:06,Uber Black,Cash,2,6.2,$23,Murray Hill,1.00
77829,2024-06-23 00:00:00,1899-12-30 08:20:01,UberX,Uber Pay,1,6.2,$28.25,Clinton East,1.00
78048,2024-06-23 00:00:00,1899-12-30 09:52:15,UberX,Uber Pay,1,6.2,$26.5,Central Harlem North,1.00
79133,2024-06-23 00:00:00,1899-12-30 12:50:56,Uber Black,Cash,3,6.2,$24.5,East Village,1.00
80520,2024-06-23 00:00:00,1899-12-30 16:55:18,UberXL,Cash,1,6.2,$20.5,Flatiron,1.00
81588,2024-06-23 00:00:00,1899-12-30 19:57:02,UberX,Uber Pay,1,6.2,$24.2,Lenox Hill East,1.00
83662,2024-06-24 00:00:00,1899-12-30 10:30:53,Uber Comfort,Uber Pay,1,6.2,$32.46,Morningside Heights,1.00
83930,2024-06-24 00:00:00,1899-12-30 11:55:55,Uber Comfort,Uber Pay,1,6.2,$35.5,NV,1.00
85486,2024-06-24 00:00:00,1899-12-30 15:54:44,UberX,Cash,1,6.2,$21.5,Hamilton Heights,1.00
85969,2024-06-24 00:00:00,1899-12-30 16:25:26,UberX,Uber Pay,1,6.2,$26.3,Midtown East,1.00
86130,2024-06-24 00:00:00,1899-12-30 17:11:03,Uber Comfort,Uber Pay,1,6.2,$32.65,Upper East Side North,1.00
86509,2024-06-24 00:00:00,1899-12-30 17:24:10,Uber Green,Uber Pay,1,6.2,$28.5,LaGuardia Airport,1.00
88535,2024-06-25 00:00:00,1899-12-30 08:13:48,UberX,Cash,6,6.2,$22,East Harlem South,1.00
88739,2024-06-25 00:00:00,1899-12-30 09:00:53,UberXL,Uber Pay,1,6.2,$26.55,NV,1.00
90040,2024-06-25 00:00:00,1899-12-30 13:53:51,UberX,Cash,1,6.2,$22.5,Upper East Side North,1.00
91517,2024-06-25 00:00:00,1899-12-30 16:26:22,Uber Comfort,Cash,1,6.2,$22.5,East Chelsea,1.00
93788,2024-06-26 00:00:00,1899-12-30 07:53:30,UberX,Uber Pay,1,6.2,$24.5,Upper West Side North,1.00
93917,2024-06-26 00:00:00,1899-12-30 08:26:14,UberX,Cash,1,6.2,$24.5,Garment District,1.00
95710,2024-06-26 00:00:00,1899-12-30 13:35:37,Uber Black,Uber Pay,1,6.2,$25.26,Kips Bay,1.00
96497,2024-06-26 00:00:00,1899-12-30 15:33:46,UberX,Cash,1,6.2,$25,Times Sq/Theatre District,1.00
97203,2024-06-26 00:00:00,1899-12-30 17:53:24,UberXL,Cash,1,6.2,$22,Lower East Side,1.00
97465,2024-06-26 00:00:00,1899-12-30 17:31:50,UberX,Cash,1,6.2,$26,Lincoln Square East,1.00
98365,2024-06-26 00:00:00,1899-12-30 20:34:23,UberX,Uber Pay,1,6.2,$28.5,Central Harlem,1.00
98852,2024-06-26 00:00:00,1899-12-30 22:28:23,UberX,Uber Pay,1,6.2,$19,East Harlem North,1.00
100201,2024-06-27 00:00:00,1899-12-30 12:10:49,UberX,Uber Pay,1,6.2,$18.5,Kips Bay,1.00
101215,2024-06-27 00:00:00,1899-12-30 15:20:02,UberX,Uber Pay,2,6.2,$21.5,Sutton Place/Turtle Bay North,1.00
101655,2024-06-27 00:00:00,1899-12-30 17:01:03,Uber Green,Cash,1,6.2,$18.5,Yorkville East,1.00
102807,2024-06-27 00:00:00,1899-12-30 23:49:09,Uber Comfort,Uber Pay,1,6.2,$29.05,East Village,1.00
104349,2024-06-28 00:00:00,1899-12-30 14:47:56,Uber Green,Uber Pay,1,6.2,$20.5,Union Sq,1.00
105911,2024-06-28 00:00:00,1899-12-30 21:41:20,Uber Black,Uber Pay,2,6.2,$24.87,Penn Station/Madison Sq West,1.00
106210,2024-06-29 00:00:00,1899-12-30 00:48:13,Uber Comfort,Cash,1,6.2,$20,Norwood,1.00
106211,2024-06-29 00:00:00,1899-12-30 00:02:30,UberXL,Cash,1,6.2,$20,East Village,1.00
110816,2024-06-29 00:00:00,1899-12-30 19:08:06,UberX,Uber Pay,1,6.2,$24.5,Greenwich Village North,1.00
111239,2024-06-29 00:00:00,1899-12-30 22:08:10,Uber Green,Uber Pay,1,6.2,$24.15,Seaport,1.00
112103,2024-06-30 00:00:00,1899-12-30 08:09:31,UberX,Cash,1,6.2,$20.5,Murray Hill,1.00
112127,2024-06-30 00:00:00,1899-12-30 08:44:43,UberX,Uber Pay,1,6.2,$31,Morningside Heights,1.00
113627,2024-06-30 00:00:00,1899-12-30 12:15:26,UberX,Uber Pay,1,6.2,$31.5,Clinton East,1.00
113714,2024-06-30 00:00:00,1899-12-30 13:32:43,UberXL,Cash,1,6.2,$24.5,Clinton East,1.00
114604,2024-06-30 00:00:00,1899-12-30 15:11:49,Uber Comfort,Uber Pay,1,6.2,$26.45,SoHo,1.00
115221,2024-06-30 00:00:00,1899-12-30 17:17:13,UberXL,Uber Pay,1,6.2,$26.66,Clinton East,1.00
115906,2024-06-30 00:00:00,1899-12-30 18:32:16,UberX,Uber Pay,1,6.2,$23.65,Gramercy,1.00
116133,2024-06-30 00:00:00,1899-12-30 19:36:12,Uber Green,Uber Pay,1,6.2,$26.05,Greenwich Village North,1.00
4542,2024-06-02 00:00:00,1899-12-30 13:52:13,UberXL,Uber Pay,1,6.19,$23,Garment District,1.00
5866,2024-06-02 00:00:00,1899-12-30 19:33:47,Uber Comfort,Uber Pay,1,6.19,$22.8,Fort Greene,1.00
9088,2024-06-03 00:00:00,1899-12-30 23:48:44,Uber Green,Cash,2,6.19,$20,Washington Heights South,1.00
17274,2024-06-06 00:00:00,1899-12-30 16:08:58,Uber Green,Uber Pay,1,6.19,$30.89,East Village,1.00
20901,2024-06-08 00:00:00,1899-12-30 08:19:52,UberXL,Cash,1,6.19,$21,Yorkville West,1.00
32562,2024-06-11 00:00:00,1899-12-30 11:13:32,UberX,Uber Pay,2,6.19,$28.95,Central Park,1.00
34955,2024-06-11 00:00:00,1899-12-30 21:33:54,Uber Black,Cash,1,6.19,$22,East Chelsea,1.00
45191,2024-06-15 00:00:00,1899-12-30 08:28:16,Uber Black,Cash,4,6.19,$20,Upper West Side South,1.00
47227,2024-06-15 00:00:00,1899-12-30 16:21:56,UberX,Uber Pay,1,6.19,$28.46,Midtown Center,1.00
58073,2024-06-18 00:00:00,1899-12-30 10:24:55,UberX,Cash,1,6.19,$22,Battery Park City,1.00
60611,2024-06-18 00:00:00,1899-12-30 17:39:19,Uber Comfort,Uber Pay,4,6.19,$25,Murray Hill,1.00
66004,2024-06-19 00:00:00,1899-12-30 22:40:07,UberXL,Uber Pay,2,6.19,$23.68,NV,1.00
67875,2024-06-20 00:00:00,1899-12-30 15:23:01,Uber Black,Uber Pay,1,6.19,$26.45,Sutton Place/Turtle Bay North,1.00
72608,2024-06-22 00:00:00,1899-12-30 07:42:59,Uber Green,Uber Pay,1,6.19,$24.5,Yorkville East,1.00
77256,2024-06-23 00:00:00,1899-12-30 02:58:16,UberX,Cash,1,6.19,$20,Central Harlem,1.00
90482,2024-06-25 00:00:00,1899-12-30 14:25:25,Uber Black,Cash,1,6.19,$24,Central Harlem North,1.00
91572,2024-06-25 00:00:00,1899-12-30 17:49:11,Uber Comfort,Cash,5,6.19,$23,Central Park,1.00
92870,2024-06-25 00:00:00,1899-12-30 20:34:57,Uber Green,Uber Pay,2,6.19,$20.5,Yorkville West,1.00
95992,2024-06-26 00:00:00,1899-12-30 14:32:15,Uber Comfort,Cash,1,6.19,$27,Fort Greene,1.00
105245,2024-06-28 00:00:00,1899-12-30 18:24:57,UberX,Cash,2,6.19,$21.5,Sunnyside,1.00
111388,2024-06-29 00:00:00,1899-12-30 23:51:14,UberXL,Uber Pay,1,6.19,$25.46,LaGuardia Airport,1.00
115623,2024-06-30 00:00:00,1899-12-30 17:27:58,UberXL,Cash,1,6.19,$23,Lenox Hill West,1.00
7353,2024-06-03 00:00:00,1899-12-30 12:43:05,UberX,Uber Pay,1,6.18,$26.18,Bloomingdale,1.00
13578,2024-06-05 00:00:00,1899-12-30 12:40:51,UberX,Uber Pay,5,6.18,$19,Lincoln Square East,1.00
38942,2024-06-12 00:00:00,1899-12-30 20:39:07,UberXL,Cash,2,6.18,$19.5,Penn Station/Madison Sq West,1.00
41572,2024-06-13 00:00:00,1899-12-30 18:28:04,UberXL,Cash,1,6.18,$22.5,UN/Turtle Bay South,1.00
41723,2024-06-13 00:00:00,1899-12-30 19:22:24,UberXL,Cash,1,6.18,$20.5,Astoria,1.00
59669,2024-06-18 00:00:00,1899-12-30 15:39:48,Uber Comfort,Cash,2,6.18,$21.5,Midtown North,1.00
64590,2024-06-19 00:00:00,1899-12-30 16:56:54,Uber Comfort,Cash,1,6.18,$23.5,Penn Station/Madison Sq West,1.00
82407,2024-06-24 00:00:00,1899-12-30 00:23:26,UberXL,Uber Pay,1,6.18,$22,Flatiron,1.00
86091,2024-06-24 00:00:00,1899-12-30 16:20:43,Uber Green,Uber Pay,1,6.18,$30.26,Midtown Center,1.00
98619,2024-06-26 00:00:00,1899-12-30 21:26:19,Uber Green,Uber Pay,1,6.18,$22.5,East Chelsea,1.00
115965,2024-06-30 00:00:00,1899-12-30 18:29:21,Uber Comfort,Uber Pay,1,6.18,$24.26,Kips Bay,1.00
116902,2024-06-30 00:00:00,1899-12-30 23:21:39,Uber Black,Uber Pay,1,6.18,$24.5,Clinton West,1.00
3314,2024-06-02 00:00:00,1899-12-30 07:11:10,Uber Black,Uber Pay,1,6.17,$21,Lenox Hill East,1.00
8885,2024-06-03 00:00:00,1899-12-30 19:10:36,UberX,Cash,1,6.17,$20.5,Midtown East,1.00
15113,2024-06-05 00:00:00,1899-12-30 18:50:19,UberX,Uber Pay,1,6.17,$26.06,Greenwich Village South,1.00
15272,2024-06-05 00:00:00,1899-12-30 19:06:10,UberX,Cash,2,6.17,$18.5,Washington Heights South,1.00
15494,2024-06-05 00:00:00,1899-12-30 20:29:51,UberXL,Cash,2,6.17,$20.5,Upper East Side North,1.00
26607,2024-06-09 00:00:00,1899-12-30 16:11:13,UberX,Cash,1,6.17,$21,Penn Station/Madison Sq West,1.00
35088,2024-06-12 00:00:00,1899-12-30 00:15:05,Uber Black,Cash,4,6.17,$19.5,Upper East Side South,1.00
39732,2024-06-13 00:00:00,1899-12-30 09:30:54,Uber Comfort,Cash,1,6.17,$19.5,Clinton East,1.00
56885,2024-06-17 00:00:00,1899-12-30 21:56:28,Uber Green,Uber Pay,1,6.17,$18,Kips Bay,1.00
62839,2024-06-19 00:00:00,1899-12-30 11:56:45,Uber Black,Uber Pay,2,6.17,$27.7,Penn Station/Madison Sq West,1.00
75701,2024-06-22 00:00:00,1899-12-30 17:37:36,UberXL,Uber Pay,1,6.17,$27.5,Midtown East,1.00
88317,2024-06-25 00:00:00,1899-12-30 07:01:20,UberXL,Uber Pay,1,6.17,$20,East Harlem South,1.00
90236,2024-06-25 00:00:00,1899-12-30 13:41:08,Uber Black,Cash,1,6.17,$20.5,TriBeCa/Civic Center,1.00
91599,2024-06-25 00:00:00,1899-12-30 17:13:24,UberX,Cash,1,6.17,$23.5,Manhattanville,1.00
100709,2024-06-27 00:00:00,1899-12-30 14:47:33,UberX,Cash,6,6.17,$23,Clinton East,1.00
103880,2024-06-28 00:00:00,1899-12-30 12:10:02,Uber Comfort,Uber Pay,1,6.17,$24.06,Battery Park City,1.00
111095,2024-06-29 00:00:00,1899-12-30 21:23:39,Uber Green,Cash,1,6.17,$18,NV,1.00
115935,2024-06-30 00:00:00,1899-12-30 17:54:16,Uber Comfort,Uber Pay,1,6.17,$25.7,Central Park,1.00
5807,2024-06-02 00:00:00,1899-12-30 18:33:46,Uber Green,Uber Pay,1,6.16,$26.06,Hamilton Heights,1.00
14799,2024-06-05 00:00:00,1899-12-30 17:02:21,UberX,Uber Pay,2,6.16,$26.06,Upper West Side North,1.00
18458,2024-06-07 00:00:00,1899-12-30 05:05:20,Uber Comfort,Uber Pay,1,6.16,$23,West Village,1.00
19834,2024-06-07 00:00:00,1899-12-30 18:40:07,Uber Black,Cash,2,6.16,$18,Yorkville West,1.00
19896,2024-06-07 00:00:00,1899-12-30 18:00:47,UberX,Uber Pay,1,6.16,$26.89,JFK Airport,1.00
20495,2024-06-08 00:00:00,1899-12-30 05:09:45,UberX,Cash,1,6.16,$17.5,Yorkville East,1.00
23517,2024-06-08 00:00:00,1899-12-30 19:46:18,UberX,Cash,2,6.16,$23,Lenox Hill East,1.00
30377,2024-06-10 00:00:00,1899-12-30 17:11:52,Uber Comfort,Uber Pay,3,6.16,$28.46,Kips Bay,1.00
33810,2024-06-11 00:00:00,1899-12-30 15:43:35,Uber Comfort,Cash,1,6.16,$22.5,Greenwich Village North,1.00
35280,2024-06-12 00:00:00,1899-12-30 06:41:22,Uber Black,Cash,1,6.16,$21,Clinton Hill,1.00
38156,2024-06-12 00:00:00,1899-12-30 17:35:14,UberX,Uber Pay,1,6.16,$22.5,Penn Station/Madison Sq West,1.00
41225,2024-06-13 00:00:00,1899-12-30 17:17:55,Uber Comfort,Cash,1,6.16,$19.5,LaGuardia Airport,1.00
45647,2024-06-15 00:00:00,1899-12-30 10:49:55,UberX,Uber Pay,1,6.16,$27.66,Times Sq/Theatre District,1.00
50171,2024-06-16 00:00:00,1899-12-30 12:02:08,Uber Black,Uber Pay,2,6.16,$24.06,Midtown East,1.00
52239,2024-06-16 00:00:00,1899-12-30 19:20:21,UberX,Uber Pay,2,6.16,$26.06,East Harlem South,1.00
54675,2024-06-17 00:00:00,1899-12-30 13:27:20,Uber Comfort,Cash,1,6.16,$21.5,Garment District,1.00
57141,2024-06-18 00:00:00,1899-12-30 03:04:57,Uber Comfort,Cash,2,6.16,$22,Astoria,1.00
61042,2024-06-18 00:00:00,1899-12-30 20:17:44,UberX,Uber Pay,1,6.16,$28.44,Lincoln Square East,1.00
63427,2024-06-19 00:00:00,1899-12-30 13:27:33,UberX,Cash,1,6.16,$27.5,Kips Bay,1.00
65462,2024-06-19 00:00:00,1899-12-30 19:01:39,Uber Green,Uber Pay,6,6.16,$21,East Village,1.00
66022,2024-06-19 00:00:00,1899-12-30 22:20:47,Uber Comfort,Uber Pay,4,6.16,$25.36,Lenox Hill West,1.00
69158,2024-06-20 00:00:00,1899-12-30 21:07:04,Uber Comfort,Uber Pay,1,6.16,$27.26,Bloomingdale,1.00
72544,2024-06-22 00:00:00,1899-12-30 07:46:27,Uber Black,Cash,1,6.16,$22,East Harlem South,1.00
78329,2024-06-23 00:00:00,1899-12-30 10:57:48,Uber Comfort,Uber Pay,1,6.16,$21.76,JFK Airport,1.00
106269,2024-06-29 00:00:00,1899-12-30 02:32:19,Uber Green,Cash,1,6.16,$20,Little Italy/NoLiTa,1.00
107116,2024-06-29 00:00:00,1899-12-30 09:25:25,Uber Comfort,Uber Pay,1,6.16,$26.58,LaGuardia Airport,1.00
113318,2024-06-30 00:00:00,1899-12-30 12:38:35,UberX,Uber Pay,5,6.16,$22.92,Hamilton Heights,1.00
4546,2024-06-02 00:00:00,1899-12-30 13:09:07,Uber Black,Uber Pay,1,6.15,$22.26,Lenox Hill East,1.00
10782,2024-06-04 00:00:00,1899-12-30 14:08:09,Uber Green,Cash,2,6.15,$20.5,Battery Park City,1.00
15602,2024-06-05 00:00:00,1899-12-30 21:35:52,UberXL,Uber Pay,1,6.15,$23.77,Long Island City/Hunters Point,1.00
15646,2024-06-05 00:00:00,1899-12-30 22:48:09,Uber Green,Uber Pay,1,6.15,$28.96,Upper West Side North,1.00
16374,2024-06-06 00:00:00,1899-12-30 11:55:02,UberX,Uber Pay,1,6.15,$25.86,Upper West Side South,1.00
18499,2024-06-07 00:00:00,1899-12-30 06:50:48,Uber Comfort,Cash,1,6.15,$19.5,Melrose South,1.00
23833,2024-06-08 00:00:00,1899-12-30 22:35:32,UberX,Uber Pay,3,6.15,$22.46,LaGuardia Airport,1.00
27284,2024-06-09 00:00:00,1899-12-30 19:39:32,UberX,Uber Pay,1,6.15,$20,East Chelsea,1.00
38308,2024-06-12 00:00:00,1899-12-30 17:19:24,Uber Comfort,Uber Pay,2,6.15,$24,Penn Station/Madison Sq West,1.00
42727,2024-06-14 00:00:00,1899-12-30 08:42:30,Uber Comfort,Uber Pay,1,6.15,$24.06,Upper East Side North,1.00
44555,2024-06-14 00:00:00,1899-12-30 22:28:31,Uber Black,Cash,1,6.15,$22.5,Lincoln Square East,1.00
44737,2024-06-15 00:00:00,1899-12-30 04:11:18,Uber Green,Uber Pay,1,6.15,$25.96,West Chelsea/Hudson Yards,1.00
57763,2024-06-18 00:00:00,1899-12-30 08:29:40,Uber Black,Cash,1,6.15,$23,Upper East Side South,1.00
61035,2024-06-18 00:00:00,1899-12-30 20:39:55,Uber Black,Cash,1,6.15,$20,East Chelsea,1.00
65662,2024-06-19 00:00:00,1899-12-30 20:45:54,Uber Comfort,Uber Pay,1,6.15,$25.36,Midtown Center,1.00
69286,2024-06-20 00:00:00,1899-12-30 22:38:28,Uber Comfort,Cash,1,6.15,$20,East Harlem North,1.00
86765,2024-06-24 00:00:00,1899-12-30 18:12:57,Uber Green,Uber Pay,1,6.15,$27.26,Times Sq/Theatre District,1.00
91150,2024-06-25 00:00:00,1899-12-30 16:49:34,Uber Green,Uber Pay,1,6.15,$32.66,Upper East Side South,1.00
99196,2024-06-27 00:00:00,1899-12-30 01:15:14,UberX,Uber Pay,1,6.15,$24.16,East Village,1.00
107369,2024-06-29 00:00:00,1899-12-30 10:01:12,UberX,Cash,2,6.15,$20,Lenox Hill East,1.00
112559,2024-06-30 00:00:00,1899-12-30 09:06:43,Uber Comfort,Uber Pay,1,6.15,$24.5,Central Harlem,1.00
115779,2024-06-30 00:00:00,1899-12-30 18:28:33,Uber Black,Uber Pay,2,6.15,$24.22,Upper West Side South,1.00
115883,2024-06-30 00:00:00,1899-12-30 18:09:17,UberX,Uber Pay,1,6.15,$24.26,Upper East Side North,1.00
671,2024-06-01 00:00:00,1899-12-30 09:53:48,UberX,Cash,2,6.14,$20,Central Harlem North,1.00
1393,2024-06-01 00:00:00,1899-12-30 13:05:10,UberXL,Cash,1,6.14,$19.5,Central Park,1.00
12741,2024-06-05 00:00:00,1899-12-30 07:58:38,Uber Green,Cash,1,6.14,$21,West Village,1.00
16823,2024-06-06 00:00:00,1899-12-30 14:52:04,UberX,Uber Pay,1,6.14,$28.32,East Chelsea,1.00
18472,2024-06-07 00:00:00,1899-12-30 06:15:40,Uber Green,Uber Pay,1,6.14,$18.5,Kips Bay,1.00
22887,2024-06-08 00:00:00,1899-12-30 16:13:25,UberX,Uber Pay,1,6.14,$39.2,Meatpacking/West Village West,1.00
23184,2024-06-08 00:00:00,1899-12-30 17:10:24,UberX,Uber Pay,1,6.14,$22.98,Washington Heights South,1.00
27347,2024-06-09 00:00:00,1899-12-30 20:01:03,Uber Comfort,Uber Pay,1,6.14,$19.5,Upper East Side South,1.00
27428,2024-06-09 00:00:00,1899-12-30 20:25:22,Uber Black,Uber Pay,1,6.14,$22,TriBeCa/Civic Center,1.00
33222,2024-06-11 00:00:00,1899-12-30 13:49:23,UberX,Uber Pay,1,6.14,$29.46,Sutton Place/Turtle Bay North,1.00
34354,2024-06-11 00:00:00,1899-12-30 17:49:20,Uber Green,Uber Pay,1,6.14,$26,Upper West Side North,1.00
40916,2024-06-13 00:00:00,1899-12-30 15:53:47,UberX,Uber Pay,1,6.14,$25.82,East Village,1.00
60855,2024-06-18 00:00:00,1899-12-30 19:20:19,UberX,Uber Pay,2,6.14,$23.5,Midtown Center,1.00
67670,2024-06-20 00:00:00,1899-12-30 14:11:17,UberX,Uber Pay,2,6.14,$23.46,Upper West Side South,1.00
72794,2024-06-22 00:00:00,1899-12-30 08:05:55,UberX,Uber Pay,4,6.14,$23.5,Hamilton Heights,1.00
77092,2024-06-22 00:00:00,1899-12-30 22:59:09,UberX,Cash,1,6.14,$20.5,Kips Bay,1.00
81370,2024-06-23 00:00:00,1899-12-30 18:12:23,Uber Black,Cash,1,6.14,$24,East Chelsea,1.00
81871,2024-06-23 00:00:00,1899-12-30 20:41:18,UberX,Uber Pay,1,6.14,$24.16,Midtown Center,1.00
87451,2024-06-24 00:00:00,1899-12-30 21:27:28,Uber Black,Uber Pay,6,6.14,$26.56,Upper West Side South,1.00
88652,2024-06-25 00:00:00,1899-12-30 09:26:38,Uber Black,Cash,1,6.14,$19.5,Lenox Hill East,1.00
91862,2024-06-25 00:00:00,1899-12-30 17:37:15,UberX,Uber Pay,1,6.14,$22.5,Flatiron,1.00
94460,2024-06-26 00:00:00,1899-12-30 10:05:03,Uber Green,Uber Pay,1,6.14,$26.45,Sutton Place/Turtle Bay North,1.00
94622,2024-06-26 00:00:00,1899-12-30 10:08:30,Uber Green,Uber Pay,1,6.14,$25.26,Yorkville East,1.00
95684,2024-06-26 00:00:00,1899-12-30 13:02:45,Uber Black,Cash,1,6.14,$22.5,Lenox Hill West,1.00
97146,2024-06-26 00:00:00,1899-12-30 17:26:20,UberX,Uber Pay,1,6.14,$22,LaGuardia Airport,1.00
99070,2024-06-27 00:00:00,1899-12-30 00:01:54,Uber Black,Uber Pay,1,6.14,$22.96,Lenox Hill East,1.00
102387,2024-06-27 00:00:00,1899-12-30 21:41:44,UberX,Uber Pay,2,6.14,$27.14,Greenwich Village North,1.00
108791,2024-06-29 00:00:00,1899-12-30 14:12:29,UberX,Uber Pay,1,6.14,$25.26,Kips Bay,1.00
112750,2024-06-30 00:00:00,1899-12-30 10:53:27,Uber Comfort,Uber Pay,1,6.14,$21,JFK Airport,1.00
116691,2024-06-30 00:00:00,1899-12-30 22:45:01,Uber Green,Uber Pay,1,6.14,$25.96,Central Park,1.00
10153,2024-06-04 00:00:00,1899-12-30 11:29:02,Uber Comfort,Uber Pay,1,6.13,$23.46,East Harlem South,1.00
18206,2024-06-06 00:00:00,1899-12-30 22:15:30,Uber Black,Cash,1,6.13,$20,Kips Bay,1.00
29091,2024-06-10 00:00:00,1899-12-30 12:20:23,UberX,Cash,2,6.13,$19.5,East Harlem North,1.00
34733,2024-06-11 00:00:00,1899-12-30 19:07:23,UberX,Cash,1,6.13,$19,Yorkville West,1.00
38506,2024-06-12 00:00:00,1899-12-30 18:24:10,Uber Black,Uber Pay,1,6.13,$26.08,Lenox Hill West,1.00
44548,2024-06-14 00:00:00,1899-12-30 22:17:36,UberXL,Cash,1,6.13,$20.5,East Chelsea,1.00
55515,2024-06-17 00:00:00,1899-12-30 15:18:44,UberXL,Cash,1,6.13,$24,Morningside Heights,1.00
59408,2024-06-18 00:00:00,1899-12-30 14:02:39,UberX,Uber Pay,1,6.13,$24.06,Garment District,1.00
73656,2024-06-22 00:00:00,1899-12-30 11:05:58,UberXL,Uber Pay,1,6.13,$20.5,Upper East Side North,1.00
73910,2024-06-22 00:00:00,1899-12-30 11:57:53,Uber Black,Uber Pay,1,6.13,$25.86,Central Harlem North,1.00
74214,2024-06-22 00:00:00,1899-12-30 13:17:15,Uber Comfort,Uber Pay,1,6.13,$27.54,East Harlem South,1.00
75589,2024-06-22 00:00:00,1899-12-30 16:03:50,UberXL,Uber Pay,5,6.13,$25.46,Upper West Side North,1.00
85504,2024-06-24 00:00:00,1899-12-30 15:50:09,UberXL,Uber Pay,1,6.13,$22.26,Lincoln Square East,1.00
